fullName,description,latitude,longitude,activities,states,name,designation
Timpanogos Cave National Monument,Hike your way past stunning vistas to explore a hidden underground world. Taste the thrill of caving as you twist and bend to enter beautifully decorated rooms. Learn the science behind formations and hear stories of cave exploration and preservation. Experience and discover as you go – geologic mysteries await.,40.44039719,-111.7093944,"['Caving', 'Guided Tours', 'Hiking', 'Junior Ranger Program']",UT,Timpanogos Cave,National Monument
Timucuan Ecological & Historic Preserve,"Visit one of the last unspoiled coastal wetlands on the Atlantic Coast. Discover 6,000 years of human history and experience the beauty of salt marshes, coastal dunes, and hardwood hammocks. The Timucuan Preserve includes Fort Caroline and Kingsley Plantation.",30.47251894,-81.49950104,"['Auto and ATV', 'Scenic Driving', 'Biking', 'Boating', 'Motorized Boating', 'Fishing', 'Food', 'Picnicking', 'Guided Tours', 'Self-Guided Tours - Walking', 'Self-Guided Tours - Auto', 'Hiking', 'Living History', 'Historic Weapons Demonstration', 'Paddling', 'Canoeing', 'Kayaking', 'Stand Up Paddleboarding', 'Junior Ranger Program', 'Swimming', 'Saltwater Swimming', 'Wildlife Watching', 'Birdwatching', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store']",FL,Timucuan,Ecological & Historic Preserve
Tonto National Monument,"The Salado Phenomena, 700 years ago, blended ideas of neighboring Native American cultures to emerge a unique and vibrant society. Tonto National Monument showcases two Salado-style cliff dwellings. Colorful pottery, woven cotton cloth, and other artifacts tell a story of people living and using resources from the northern Sonoran Desert from 1250 to 1450 CE.",33.64842945,-111.1135627,"['Biking', 'Road Biking', 'Food', 'Picnicking', 'Guided Tours', 'Hiking', 'Front-Country Hiking', 'Junior Ranger Program', 'Park Film', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store']",AZ,Tonto,National Monument
Touro Synagogue National Historic Site,"Touro Synagogue, a building of exquisite beauty and design, steeped in history and ideals, and one of the most historically significant Jewish buildings in America, was designated a National Historic Site in 1946. Dedicated in 1763, it still serves an active congregation and each year greets over 30,000 visitors who come to see the magnificent interior and hear its remarkable story.",41.4893,-71.3121,"['Arts and Culture', 'Cultural Demonstrations', 'Guided Tours']",RI,Touro Synagogue,National Historic Site
Trail Of Tears National Historic Trail,"Remember and commemorate the survival of the Cherokee people, forcefully removed from their homelands in Georgia, Alabama, and Tennessee to live in Indian Territory, now Oklahoma. They traveled by foot, horse, wagon, or steamboat in 1838-1839.",36.0530021,-89.6761042,"['Arts and Culture', 'Craft Demonstrations', 'Auto and ATV', 'Scenic Driving', 'Guided Tours', 'Self-Guided Tours - Auto', 'Museum Exhibits']","AL,AR,GA,IL,KY,MO,NC,OK,TN",Trail Of Tears,National Historic Trail
Tule Lake National Monument,"The Tule Lake National Monument includes both the the Tule Lake Segregation Center, the largest and most controversial of the sites where Japanese Americans were incarcerated during World War II, and Camp Tulelake, which was first a Civilian Conservation Corps camp, then an additional facility to detain Japanese Americans, and finally a prisoner of war camp.",41.88727902,-121.3744818,['Guided Tours'],CA,Tule Lake,National Monument
Tule Springs Fossil Beds National Monument,"Mammoths, lions and camels once roamed along wetlands just north of what is now known as Las Vegas, Nevada. Their history is preserved at Tule Springs Fossil Beds National Monument and is ready to be discovered.",36.3893217,-115.3202223,"['Astronomy', 'Stargazing', 'Biking', 'Mountain Biking', 'Road Biking', 'Food', 'Picnicking', 'Hiking', 'Front-Country Hiking', 'Horse Trekking', 'Horseback Riding', 'Junior Ranger Program', 'Wildlife Watching', 'Birdwatching']",NV,Tule Springs Fossil Beds,National Monument
Tumacácori National Historical Park,"Tumacácori sits at a cultural crossroads in the Santa Cruz River valley. Here O’odham, Yaqui, and Apache people met and mingled with European Jesuit and Franciscan missionaries, settlers, and soldiers, sometimes in conflict and sometimes in cooperation. Follow the timeworn paths and discover stories that connect us to enduring relationships, vibrant cultures, and traditions of long ago.",31.567824,-111.051223,"['Arts and Culture', 'Craft Demonstrations', 'Cultural Demonstrations', 'Live Music', 'Astronomy', 'Compass and GPS', 'Geocaching', 'Food', 'Dining', 'Guided Tours', 'Self-Guided Tours - Walking', 'Hiking', 'Front-Country Hiking', 'Living History', 'Junior Ranger Program', 'Wildlife Watching', 'Birdwatching', 'Park Film', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store']",AZ,Tumacácori,National Historical Park
Tupelo National Battlefield,"In July, 1864, Union forces, including men from the United States Colored Troops, marched into Tupelo, Mississippi. Disorganized Confederate soldiers fought fiercely but could not overpower the federal troops. Neither side could claim a clear victory, but Union troops had succeeded in their main goal: keeping the Confederates away from Union railroads in Tennessee.",34.25557705,-88.73708623,"['Guided Tours', 'Self-Guided Tours - Walking']",MS,Tupelo,National Battlefield
Tuskegee Airmen National Historic Site,"Before the first African American military pilots became known as the ""Red Tails"" they wore striped tails as they began their flight training in the Army's PT-17 Stearman bi-plane. Their flying adventure started at Moton Field, in Tuskegee, Alabama, where the Army Air Corps conducted a military test to determine if African Americans could be trained to fly combat aircraft.",32.45538671,-85.67983321,"['Guided Tours', 'Self-Guided Tours - Walking', 'Park Film', 'Museum Exhibits']",AL,Tuskegee Airmen,National Historic Site
Tuskegee Institute National Historic Site,"In 1881, Booker T. Washington arrived in Alabama and started building Tuskegee Institute both in reputation and literally brick by brick. He recruited the best and the brightest to come and teach here including George Washington Carver who arrived in 1896. Carver’s innovations in agriculture, especially with peanuts, expanded Tuskegee’s standing throughout the country. The story continues….",32.42962115,-85.70488498,"['Guided Tours', 'Junior Ranger Program', 'Museum Exhibits']",AL,Tuskegee Institute,National Historic Site
Tuzigoot National Monument,"Water flows under and through this landscape, feeding the growth of people and towns. The Verde Valley is watered by snowmelt, summer monsoons, and springs that well up from the ancient sedimentary rocks. In the heart of the valley, a thousand years ago, people began to build a little hilltop pueblo that would grow into one of the largest villages in the area.",34.77296377,-112.0279069,"['Guided Tours', 'Self-Guided Tours - Walking', 'Hiking', 'Junior Ranger Program', 'Wildlife Watching', 'Birdwatching', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store']",AZ,Tuzigoot,National Monument
Ulysses S Grant National Historic Site,"Ulysses S. Grant is known as the victorious Civil War general who saved the Union and the 18th President of the United States. He first met Julia Dent, his future wife, at her family home, named White Haven. From 1854 to 1859 the Dents, Grants and an enslaved African-American workforce lived on the property.",38.55182374,-90.35169255,"['Biking', 'Compass and GPS', 'Geocaching', 'Guided Tours', 'Self-Guided Tours - Walking', 'Junior Ranger Program', 'Wildlife Watching', 'Birdwatching', 'Park Film', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store']",MO,Ulysses S Grant,National Historic Site
Upper Delaware Scenic & Recreational River,"Canoe through rapids and quiet pools as the Delaware River winds its way through a valley of swiftly changing scenery or fish amid rolling hills and riverfront villages in one of the finest fishing rivers in the northeastern United States. The clean water of the Delaware, the last major undammed river in the eastern United States, supports a healthy ecosystem and offers tranquility and excitement.",41.66172578,-75.03861562,"['Boating', 'Fishing', 'Paddling', 'Junior Ranger Program', 'Museum Exhibits']","NY,PA",Upper Delaware,Scenic & Recreational River
Valles Caldera National Preserve,"About 1.25 million years ago, a spectacular volcanic eruption created the 13-mile wide circular depression now known as the Valles Caldera. The preserve is known for its huge mountain meadows, abundant wildlife, and meandering streams. The area also preserves the homeland of ancestral native peoples and embraces a rich ranching history.",35.91682872,-106.5195724,"['Auto and ATV', 'Scenic Driving', 'Astronomy', 'Stargazing', 'Biking', 'Mountain Biking', 'Road Biking', 'Fishing', 'Freshwater Fishing', 'Fly Fishing', 'Food', 'Picnicking', 'Guided Tours', 'Self-Guided Tours - Walking', 'Self-Guided Tours - Auto', 'Hiking', 'Backcountry Hiking', 'Front-Country Hiking', 'Off-Trail Permitted Hiking', 'Horse Trekking', 'Horseback Riding', 'Hunting and Gathering', 'Hunting', 'Junior Ranger Program', 'Skiing', 'Cross-Country Skiing', 'Snowshoeing', 'Wildlife Watching', 'Birdwatching', 'Shopping', 'Bookstore and Park Store', 'Gift Shop and Souvenirs']",NM,Valles Caldera,National Preserve
Valley Forge National Historical Park,"Valley Forge is the site of the 1777-78 winter encampment of the Continental Army. The park includes 3,500 acres of monuments, meadows, and woodlands that commemorate the sacrifices and perseverance of the Revolutionary War generation, and honors the ability of citizens to pull together in order to overcome adversity during extraordinary times.",40.10054985,-75.44581889,"['Auto and ATV', 'Scenic Driving', 'Biking', 'Guided Tours', 'Hiking', 'Horse Trekking', 'Living History', 'Historic Weapons Demonstration', 'First Person Interpretation', 'Junior Ranger Program', 'Wildlife Watching', 'Birdwatching', 'Park Film', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store']",PA,Valley Forge,National Historical Park
Vanderbilt Mansion National Historic Site,Built by of one of the first families of wealth in America. Designed by one of the nation's preeminent architects. The Vanderbilt Mansion is a home built expressly for the aristocratic lifestyle.,41.79697937,-73.94205557,"['Arts and Culture', 'Compass and GPS', 'Geocaching', 'Guided Tours', 'Hands-On', 'Citizen Science', 'Hiking', 'Junior Ranger Program', 'Shopping', 'Bookstore and Park Store']",NY,Vanderbilt Mansion,National Historic Site
Vicksburg National Military Park,"To Confederate President Jefferson Davis, Vicksburg was the ""nailhead that holds the South's two halves together."" President Abraham Lincoln remarked ""Vicksburg is the key"" to victory, and could be the north's lifeline into the south. As the federals closed in on the Fortress City, they were met by a ring of forts with over 170 cannon. The resulting battle would determine the war's outcome.",32.3621286,-90.85030186,"['Auto and ATV', 'Scenic Driving', 'Biking', 'Road Biking', 'Food', 'Picnicking', 'Guided Tours', 'Self-Guided Tours - Auto', 'Hiking', 'Front-Country Hiking', 'Living History', 'Historic Weapons Demonstration', 'Junior Ranger Program', 'Park Film', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store']","MS,LA",Vicksburg,National Military Park
Vietnam Veterans Memorial,"Honoring the men and women who served in the controversial Vietnam War, the Vietnam Veterans Memorial chronologically lists the names of 58,318 Americans who gave their lives in service to their country.",38.89096297,-77.04765735,"['Guided Tours', 'Self-Guided Tours - Walking', 'Junior Ranger Program']",DC,Vietnam Veterans,Memorial
